queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
1097,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,1.4,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1098,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,2.8,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1099,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,2.8,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1100,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1101,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,1.5,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1102,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,1.5,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1103,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,3.5,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1104,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,411,3.5,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_o:** Two-argument, with domain ℝ≥0 × {small, medium, big}. Totality follows in two steps. First, for each fixed v, the corresponding row of Table 1b induces three intervals partitioning ℝ≥0 exhaustively with no overlap — [0, 1.0), [1.0, 1.9], (1.9, +∞) for small; [0, 1.4), [1.4, 2.8], (2.8, +∞) for medium; [0, 1.5), [1.5, 3.5], (3.5, +∞) for big. Second, {small, medium, big} is finite and exhausts the domain of v. Every pair (o, v) therefore selects exactly one row and falls within exactly one interval of that row. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1105,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,6.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1106,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,17.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1107,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,17.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1108,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,19.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1109,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,19.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1110,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,24.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1111,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,0.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1112,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,6.0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1113,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1114,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,24,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1115,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1116,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,412,24,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"- **g_t:** The intervals [6.0, 17.0), [17.0, 19.0), [19.0, 24.0) ∪ [0.0, 6.0) partition [0, 24) exhaustively. Every t ∈ [0, 24) falls in exactly one interval. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1117,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,416,1,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"Note that the two-argument form of g_o does not weaken the argument. Parameterisation by a finite index set preserves totality provided each induced partition is itself exhaustive, which the three rows of Table 1b are by construction.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1118,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,420,5.3,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"max_≻ takes the set {g_w(w), g_r(r), g_m(m), g_o(o, v), g_t(t)} ⊆ {SAFE, CAUTION, UNSAFE} and returns the greatest element under ≻ (Definition 5.3). Since ≻ is a total strict order on a finite non-empty set, the maximum always exists and is unique. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1119,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,424,5.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md,stale,changed,"**Fail-safe extension.** The fail-safe rule stated in Section 5.2 (if any xᵢ = ⊥ then f(E) = UNSAFE) preserves totality: the pre-condition check maps every ⊥ input to UNSAFE before any gᵢ is evaluated, extending the domain of f to include undefined or corrupted inputs without introducing any undefined output states. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1120,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,426,6.1,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Significance.** Theorem 6.1 establishes **completeness**: the safety classifier has no undefined states — every combination of observable environmental conditions, including incomplete inputs, maps to exactly one safety state. This is a necessary operational property: a classifier that could fail to return a state would leave Layer 2 without a basis for deriving G(S) and A_AI(S) at runtime, making the governance pair unenforceable. Totality is therefore the precondition that enables the remaining two theorems.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1121,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.2 Theorem 6.1: Totality of f,426,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Significance.** Theorem 6.1 establishes **completeness**: the safety classifier has no undefined states — every combination of observable environmental conditions, including incomplete inputs, maps to exactly one safety state. This is a necessary operational property: a classifier that could fail to return a state would leave Layer 2 without a basis for deriving G(S) and A_AI(S) at runtime, making the governance pair unenforceable. Totality is therefore the precondition that enables the remaining two theorems.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1122,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,430,6.3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,### 6.3 Theorem 6.2: Monotonicity of A_AI,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1123,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,430,6.2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,### 6.3 Theorem 6.2: Monotonicity of A_AI,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1124,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,432,2025,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,Formal safety architectures require that safety constraints tighten consistently as risk increases. Bloomfield & Rushby (2025) establish this as a core expectation of deterministic guards surrounding AI components; Dalrymple et al. (2024) require it of world model safety specifications under increasing uncertainty. The following theorem proves the proposed architecture satisfies this requirement.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1125,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,432,2024,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,Formal safety architectures require that safety constraints tighten consistently as risk increases. Bloomfield & Rushby (2025) establish this as a core expectation of deterministic guards surrounding AI components; Dalrymple et al. (2024) require it of world model safety specifications under increasing uncertainty. The following theorem proves the proposed architecture satisfies this requirement.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1126,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,434,6.2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Theorem 6.2 (Monotonicity of A_AI).** For all S₁, S₂ ∈ {SAFE, CAUTION, UNSAFE}, if S₁ ≻ S₂ then A_AI(S₁) ⊆ A_AI(S₂).",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1127,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,438,5.3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** From Definition 5.3, the severity order ≻ on {SAFE, CAUTION, UNSAFE} produces exactly three ordered pairs: (UNSAFE, CAUTION), (CAUTION, SAFE), and (UNSAFE, SAFE). We verify each case using the set definitions from Definition 5.8.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1128,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,438,5.8,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Proof.** From Definition 5.3, the severity order ≻ on {SAFE, CAUTION, UNSAFE} produces exactly three ordered pairs: (UNSAFE, CAUTION), (CAUTION, SAFE), and (UNSAFE, SAFE). We verify each case using the set definitions from Definition 5.8.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1129,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,440,1,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Case 1: S₁ = UNSAFE, S₂ = CAUTION (UNSAFE ≻ CAUTION).**",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1130,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,446,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Case 2: S₁ = CAUTION, S₂ = SAFE (CAUTION ≻ SAFE).**",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1131,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,452,3,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,"**Case 3: S₁ = UNSAFE, S₂ = SAFE (UNSAFE ≻ SAFE, by transitivity of ≻).**",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1132,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,458,6.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,All three ordered pairs satisfy the subset condition. Theorem 6.2 holds. ∎,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1133,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,460,6.2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,**Corollary 6.2 (Strict Monotonicity).** The inclusions in Cases 1 and 2 are strict: A_AI(UNSAFE) ⊊ A_AI(CAUTION) ⊊ A_AI(SAFE). This produces the containment chain:,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1134,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,460,1,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,**Corollary 6.2 (Strict Monotonicity).** The inclusions in Cases 1 and 2 are strict: A_AI(UNSAFE) ⊊ A_AI(CAUTION) ⊊ A_AI(SAFE). This produces the containment chain:,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1135,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,460,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,**Corollary 6.2 (Strict Monotonicity).** The inclusions in Cases 1 and 2 are strict: A_AI(UNSAFE) ⊊ A_AI(CAUTION) ⊊ A_AI(SAFE). This produces the containment chain:,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1136,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,466,6.3,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,**Corollary 6.3 (Properties 5.1 and 5.2).** Both governance constraints stated in Section 5.5 follow directly.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1137,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,466,5.1,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,**Corollary 6.3 (Properties 5.1 and 5.2).** Both governance constraints stated in Section 5.5 follow directly.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1138,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,466,5.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,**Corollary 6.3 (Properties 5.1 and 5.2).** Both governance constraints stated in Section 5.5 follow directly.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1139,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,466,5.5,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,**Corollary 6.3 (Properties 5.1 and 5.2).** Both governance constraints stated in Section 5.5 follow directly.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1140,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,5.1,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1141,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1142,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1143,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,5.7,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1144,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,5.8,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1145,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,468,0,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,*Property 5.1 (Participation Constraint):* G(S) = 0 ⟹ A_AI(S) = ∅. G(S) = 0 if and only if S = UNSAFE (Definition 5.7). A_AI(UNSAFE) = ∅ by Definition 5.8. Therefore G(S) = 0 ⟹ A_AI(S) = ∅. ✓,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1146,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,470,5.2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"*Property 5.2 (Advisory Restriction Constraint):* S = CAUTION ⟹ A_AI(CAUTION) ⊊ A_AI(SAFE). This is precisely Case 2 of Theorem 6.2, with the strict subset confirmed by Corollary 6.2: A_AI(SAFE) \ A_AI(CAUTION) = {DepartureTime, Duration} ≠ ∅. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
1147,publications/active/journal-1/submissions/v1-initial-submission/manuscript.md,6.3 Theorem 6.2: Monotonicity of A_AI,470,2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"*Property 5.2 (Advisory Restriction Constraint):* S = CAUTION ⟹ A_AI(CAUTION) ⊊ A_AI(SAFE). This is precisely Case 2 of Theorem 6.2, with the strict subset confirmed by Corollary 6.2: A_AI(SAFE) \ A_AI(CAUTION) = {DepartureTime, Duration} ≠ ∅. ✓",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
